wav_path,spec_path,speaker_id,ethnicity,age_group,sex,intent,sentence_id,suffix,duration_sec,f0_mean_hz,f0_std_hz,hnr_mean_db
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1931_byf_n08c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1931_byf_n08c.npy,1931,black,younger,female,neutral,8,c,1.4478125,170.627218,28.68247633,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1931_byf_n09c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1931_byf_n09c.npy,1931,black,younger,female,neutral,9,c,1.742604167,157.4009683,35.25531065,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1931_byf_n10.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1931_byf_n10.npy,1931,black,younger,female,neutral,10,,1.936333333,157.3619587,46.59471124,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1931_byf_n11c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1931_byf_n11c.npy,1931,black,younger,female,neutral,11,c,1.807020833,144.2612795,45.36023103,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1931_byf_n12c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1931_byf_n12c.npy,1931,black,younger,female,neutral,12,c,1.436520833,170.0687226,62.17512941,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1931_byf_t07.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1931_byf_t07.npy,1931,black,younger,female,trustworthy,7,,1.297604167,211.8385329,29.85711878,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1931_byf_t08.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1931_byf_t08.npy,1931,black,younger,female,trustworthy,8,,1.244145833,164.1809113,66.71736503,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1931_byf_t09.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1931_byf_t09.npy,1931,black,younger,female,trustworthy,9,,1.455020833,175.3028506,72.47387954,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1931_byf_t10.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1931_byf_t10.npy,1931,black,younger,female,trustworthy,10,,1.697541667,236.8239568,55.58808521,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1931_byf_t11c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1931_byf_t11c.npy,1931,black,younger,female,trustworthy,11,c,1.724270833,174.1178802,53.64042286,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1931_byf_t12.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1931_byf_t12.npy,1931,black,younger,female,trustworthy,12,,1.331979167,212.1835127,23.52481374,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1932_aym_n05.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1932_aym_n05.npy,1932,south_asian,younger,male,neutral,5,,1.394729167,108.9635865,10.75574068,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1932_aym_n06.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1932_aym_n06.npy,1932,south_asian,younger,male,neutral,6,,1.3165625,107.9340418,22.26560711,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1932_aym_n07.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1932_aym_n07.npy,1932,south_asian,younger,male,neutral,7,,1.578354167,107.0993016,10.29290458,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1932_aym_n08.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1932_aym_n08.npy,1932,south_asian,younger,male,neutral,8,,1.254104167,101.7280484,8.258103987,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1932_aym_n09.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1932_aym_n09.npy,1932,south_asian,younger,male,neutral,9,,1.584833333,102.4323184,6.002283553,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1932_aym_n10.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1932_aym_n10.npy,1932,south_asian,younger,male,neutral,10,,1.610625,152.1352352,106.4633271,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1932_aym_t05c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1932_aym_t05c.npy,1932,south_asian,younger,male,trustworthy,5,c,1.177854167,127.3336498,57.47569109,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1932_aym_t06.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1932_aym_t06.npy,1932,south_asian,younger,male,trustworthy,6,,1.092375,117.4876534,22.71551819,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1932_aym_t07.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1932_aym_t07.npy,1932,south_asian,younger,male,trustworthy,7,,1.33175,109.7339364,14.89212212,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1932_aym_t08.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1932_aym_t08.npy,1932,south_asian,younger,male,trustworthy,8,,1.163604167,132.3016168,35.7295761,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1932_aym_t09.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1932_aym_t09.npy,1932,south_asian,younger,male,trustworthy,9,,1.2840625,115.7358275,16.22417857,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1932_aym_t10.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1932_aym_t10.npy,1932,south_asian,younger,male,trustworthy,10,,1.844895833,125.7617524,30.02641975,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1935_wof_n09c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1935_wof_n09c.npy,1935,white,older,female,neutral,9,c,1.629645833,156.1956862,14.10427453,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1935_wof_n10.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1935_wof_n10.npy,1935,white,older,female,neutral,10,,1.913770833,151.47292,19.39635067,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1935_wof_n11.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1935_wof_n11.npy,1935,white,older,female,neutral,11,,2.376895833,150.2686978,12.38840692,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1935_wof_n12c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1935_wof_n12c.npy,1935,white,older,female,neutral,12,c,1.6125,152.1695326,9.852780463,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1935_wof_n13.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1935_wof_n13.npy,1935,white,older,female,neutral,13,,1.527604167,151.3546134,14.71508956,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1935_wof_n14c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1935_wof_n14c.npy,1935,white,older,female,neutral,14,c,1.5365625,145.7283258,12.0673722,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1935_wof_t09.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1935_wof_t09.npy,1935,white,older,female,trustworthy,9,,1.491958333,162.0492461,24.26732592,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1935_wof_t10cc.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1935_wof_t10cc.npy,1935,white,older,female,trustworthy,10,cc,2.2440625,186.3965714,24.32711885,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1935_wof_t11.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1935_wof_t11.npy,1935,white,older,female,trustworthy,11,,2.404854167,167.9511257,32.92780487,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1935_wof_t12.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1935_wof_t12.npy,1935,white,older,female,trustworthy,12,,2.0624375,175.1244662,27.73323316,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1935_wof_t13.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1935_wof_t13.npy,1935,white,older,female,trustworthy,13,,2.122979167,170.7528597,25.81281755,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1935_wof_t14c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1935_wof_t14c.npy,1935,white,older,female,trustworthy,14,c,1.500958333,159.4480698,20.08450296,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1936_wom_n09c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1936_wom_n09c.npy,1936,white,older,male,neutral,9,c,1.4559375,91.57927528,11.77006645,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1936_wom_n10.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1936_wom_n10.npy,1936,white,older,male,neutral,10,,1.7574375,105.6333056,46.04104648,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1936_wom_n11.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1936_wom_n11.npy,1936,white,older,male,neutral,11,,1.6508125,87.71555364,7.861439243,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1936_wom_n12.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1936_wom_n12.npy,1936,white,older,male,neutral,12,,1.5795625,86.46050047,14.36344179,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1936_wom_n13.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1936_wom_n13.npy,1936,white,older,male,neutral,13,,1.635395833,100.0783259,65.69144764,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1936_wom_n14.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1936_wom_n14.npy,1936,white,older,male,neutral,14,,1.381854167,83.34840273,4.21553649,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1936_wom_t09.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1936_wom_t09.npy,1936,white,older,male,trustworthy,9,,1.714854167,114.556446,21.33835618,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1936_wom_t10.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1936_wom_t10.npy,1936,white,older,male,trustworthy,10,,3.0335625,140.8771215,63.1940846,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1936_wom_t11.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1936_wom_t11.npy,1936,white,older,male,trustworthy,11,,2.630854167,124.598868,24.60670224,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1936_wom_t12.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1936_wom_t12.npy,1936,white,older,male,trustworthy,12,,1.775625,117.4487547,27.68067705,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1936_wom_t13.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1936_wom_t13.npy,1936,white,older,male,trustworthy,13,,1.4519375,142.6393331,40.0495743,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1936_wom_t14c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1936_wom_t14c.npy,1936,white,older,male,trustworthy,14,c,1.6119375,124.9059067,38.84147901,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1941_wom_n11c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1941_wom_n11c.npy,1941,white,older,male,neutral,11,c,1.998375,102.548851,5.372045813,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1941_wom_n12c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1941_wom_n12c.npy,1941,white,older,male,neutral,12,c,1.6481875,98.70443287,9.424326872,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1941_wom_n13.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1941_wom_n13.npy,1941,white,older,male,neutral,13,,1.554354167,98.86402712,8.63239344,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1941_wom_n14c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1941_wom_n14c.npy,1941,white,older,male,neutral,14,c,1.566541667,113.2312998,63.03668072,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1941_wom_n15c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1941_wom_n15c.npy,1941,white,older,male,neutral,15,c,1.474395833,110.5639544,52.30719581,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1941_wom_n16c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1941_wom_n16c.npy,1941,white,older,male,neutral,16,c,1.565770833,119.5528,71.99189392,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1941_wom_t11.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1941_wom_t11.npy,1941,white,older,male,trustworthy,11,,1.960770833,110.0578994,27.40646447,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1941_wom_t12.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1941_wom_t12.npy,1941,white,older,male,trustworthy,12,,1.607041667,114.8747999,25.83897932,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1941_wom_t13c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1941_wom_t13c.npy,1941,white,older,male,trustworthy,13,c,1.570770833,105.8289204,65.89647868,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1941_wom_t14.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1941_wom_t14.npy,1941,white,older,male,trustworthy,14,,1.493270833,118.5543854,27.62593936,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1941_wom_t15.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1941_wom_t15.npy,1941,white,older,male,trustworthy,15,,1.378354167,108.2916914,67.61142667,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1941_wom_t16.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1941_wom_t16.npy,1941,white,older,male,trustworthy,16,,1.5793125,116.4928713,52.40063925,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1942_wof_n11c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1942_wof_n11c.npy,1942,white,older,female,neutral,11,c,2.435395833,191.3134267,35.50273996,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1942_wof_n12.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1942_wof_n12.npy,1942,white,older,female,neutral,12,,1.597625,210.3697657,45.24457957,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1942_wof_n13c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1942_wof_n13c.npy,1942,white,older,female,neutral,13,c,1.535541667,221.6507235,40.50888769,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1942_wof_n14.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1942_wof_n14.npy,1942,white,older,female,neutral,14,,1.2739375,234.9318166,67.71851053,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1942_wof_n15c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1942_wof_n15c.npy,1942,white,older,female,neutral,15,c,1.3950625,236.7883248,40.51113374,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1942_wof_n16c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1942_wof_n16c.npy,1942,white,older,female,neutral,16,c,1.660833333,211.6583845,32.00414126,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1942_wof_t11.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1942_wof_t11.npy,1942,white,older,female,trustworthy,11,,3.935875,236.6415813,43.13972702,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1942_wof_t12.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1942_wof_t12.npy,1942,white,older,female,trustworthy,12,,2.1673125,252.2305092,48.67548844,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1942_wof_t13ccc.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1942_wof_t13ccc.npy,1942,white,older,female,trustworthy,13,ccc,2.652833333,218.5353065,61.99011695,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1942_wof_t14c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1942_wof_t14c.npy,1942,white,older,female,trustworthy,14,c,2.043229167,229.5577354,65.99148082,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1942_wof_t15cc.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1942_wof_t15cc.npy,1942,white,older,female,trustworthy,15,cc,2.105625,233.4442526,55.81708028,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1942_wof_t16.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1942_wof_t16.npy,1942,white,older,female,trustworthy,16,,1.574979167,219.4172571,41.61689942,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1945_wom_n13.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1945_wom_n13.npy,1945,white,older,male,neutral,13,,1.597458333,146.58965,33.83818441,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1945_wom_n14c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1945_wom_n14c.npy,1945,white,older,male,neutral,14,c,1.605625,171.6736381,79.05744686,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1945_wom_n15.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1945_wom_n15.npy,1945,white,older,male,neutral,15,,1.419395833,150.5951503,47.65406553,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1945_wom_n16c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1945_wom_n16c.npy,1945,white,older,male,neutral,16,c,1.377645833,149.6530318,52.7528378,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1945_wom_n17c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1945_wom_n17c.npy,1945,white,older,male,neutral,17,c,1.629375,131.344155,18.99027126,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1945_wom_n18c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1945_wom_n18c.npy,1945,white,older,male,neutral,18,c,1.703541667,155.8807147,76.32044701,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1945_wom_t13c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1945_wom_t13c.npy,1945,white,older,male,trustworthy,13,c,1.645229167,206.7683965,108.1722887,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1945_wom_t14.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1945_wom_t14.npy,1945,white,older,male,trustworthy,14,,1.323020833,198.2452346,119.3288278,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1945_wom_t15.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1945_wom_t15.npy,1945,white,older,male,trustworthy,15,,1.281625,174.3333521,46.42942977,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1945_wom_t16.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1945_wom_t16.npy,1945,white,older,male,trustworthy,16,,1.403958333,201.8917045,55.84321593,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1945_wom_t17.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1945_wom_t17.npy,1945,white,older,male,trustworthy,17,,1.411979167,172.4106722,29.94043241,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1945_wom_t18c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1945_wom_t18c.npy,1945,white,older,male,trustworthy,18,c,1.480583333,169.0521059,66.60373479,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1948_ayf_n07.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1948_ayf_n07.npy,1948,south_asian,younger,female,neutral,7,,1.51675,138.5681574,56.60618361,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1948_ayf_n08.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1948_ayf_n08.npy,1948,south_asian,younger,female,neutral,8,,1.413770833,178.8094265,25.84413371,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1948_ayf_n09.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1948_ayf_n09.npy,1948,south_asian,younger,female,neutral,9,,1.436729167,177.8521693,29.21069304,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1948_ayf_n10.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1948_ayf_n10.npy,1948,south_asian,younger,female,neutral,10,,1.929375,157.803241,49.7970428,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1948_ayf_n11.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1948_ayf_n11.npy,1948,south_asian,younger,female,neutral,11,,2.1546875,173.3211393,35.94802679,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1948_ayf_n12.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1948_ayf_n12.npy,1948,south_asian,younger,female,neutral,12,,1.363854167,168.5064094,30.74894671,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1948_ayf_t07.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1948_ayf_t07.npy,1948,south_asian,younger,female,trustworthy,7,,1.381354167,223.2755851,77.15139901,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1948_ayf_t08.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1948_ayf_t08.npy,1948,south_asian,younger,female,trustworthy,8,,1.2359375,171.0567035,70.0727195,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1948_ayf_t09.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1948_ayf_t09.npy,1948,south_asian,younger,female,trustworthy,9,,1.28725,182.4047631,76.43279698,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1948_ayf_t10.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1948_ayf_t10.npy,1948,south_asian,younger,female,trustworthy,10,,1.6148125,194.3807136,71.35741027,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1948_ayf_t11.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1948_ayf_t11.npy,1948,south_asian,younger,female,trustworthy,11,,2.269604167,223.6455612,45.4979257,
