wav_path,spec_path,speaker_id,ethnicity,age_group,sex,intent,sentence_id,suffix,duration_sec,f0_mean_hz,f0_std_hz,hnr_mean_db,jitter_local,cpp_mean_db
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1936_wom_n14.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1936_wom_n14.npy,1936,white,older,male,neutral,14,,1.3818541666666666,83.34840273449879,4.215536490083447,7.744432041340306,0.0233056682130158,7.744432041340306
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1936_wom_t09.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1936_wom_t09.npy,1936,white,older,male,trustworthy,9,,1.7148541666666666,114.55644603237307,21.338356183209452,5.747229804454405,0.02795297925224459,5.747229804454405
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1936_wom_t10.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1936_wom_t10.npy,1936,white,older,male,trustworthy,10,,3.0335625,179.449950230233,130.0674766272386,6.674601001570148,0.021964273728648166,6.674601001570148
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1936_wom_t11.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1936_wom_t11.npy,1936,white,older,male,trustworthy,11,,2.6308541666666665,124.59886799332094,24.606702236612588,6.726304763131518,0.024270015841062663,6.726304763131518
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1936_wom_t12.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1936_wom_t12.npy,1936,white,older,male,trustworthy,12,,1.775625,117.4487547252982,27.680677045875925,8.413350719990003,0.024096268790741886,8.413350719990003
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1936_wom_t13.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1936_wom_t13.npy,1936,white,older,male,trustworthy,13,,1.4519375,142.63933312797718,40.049574303124395,9.893959382867347,0.013627809764547118,9.893959382867347
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1936_wom_t14c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1936_wom_t14c.npy,1936,white,older,male,trustworthy,14,c,1.6119375,151.4563663505184,117.53445851599093,7.141404444319592,0.026146440829431995,7.141404444319592
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1941_wom_n11c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1941_wom_n11c.npy,1941,white,older,male,neutral,11,c,1.998375,102.54885099638749,5.372045813396052,9.176853389175283,0.015384991903615884,9.176853389175283
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1941_wom_n12c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1941_wom_n12c.npy,1941,white,older,male,neutral,12,c,1.6481875,98.70443286629053,9.424326872231916,8.32700204217019,0.02142122090500002,8.32700204217019
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1941_wom_n13.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1941_wom_n13.npy,1941,white,older,male,neutral,13,,1.5543541666666667,98.86402711930845,8.632393440103618,8.703792032567105,0.02518204919794622,8.703792032567105
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1941_wom_n14c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1941_wom_n14c.npy,1941,white,older,male,neutral,14,c,1.5665416666666667,113.48584690131065,63.31453217445592,10.127677511131358,0.014380237726956832,10.127677511131358
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1941_wom_n15c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1941_wom_n15c.npy,1941,white,older,male,neutral,15,c,1.4743958333333333,113.62193609733308,69.27585502112315,9.583988104790503,0.024520904830742676,9.583988104790503
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1941_wom_n16c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1941_wom_n16c.npy,1941,white,older,male,neutral,16,c,1.5657708333333333,119.66331877551283,72.4171978856391,7.770403256217935,0.030381698189614347,7.770403256217935
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1941_wom_t11.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1941_wom_t11.npy,1941,white,older,male,trustworthy,11,,1.9607708333333334,110.05789935757612,27.40646447253,8.82501857161831,0.01832220808044754,8.82501857161831
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1941_wom_t12.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1941_wom_t12.npy,1941,white,older,male,trustworthy,12,,1.6070416666666667,114.87479994441793,25.83897931730169,8.510412006887847,0.03539717767393426,8.510412006887847
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1941_wom_t13c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1941_wom_t13c.npy,1941,white,older,male,trustworthy,13,c,1.5707708333333332,102.91961545929435,56.18563746617652,9.888487348633465,0.019845609155429343,9.888487348633465
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1941_wom_t14.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1941_wom_t14.npy,1941,white,older,male,trustworthy,14,,1.4932708333333333,118.55438539981925,27.625939363913574,10.710820185745044,0.019712896704293735,10.710820185745044
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1941_wom_t15.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1941_wom_t15.npy,1941,white,older,male,trustworthy,15,,1.3783541666666668,108.29169141561715,67.61142666666744,8.312192323278492,0.025097832152613506,8.312192323278492
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1941_wom_t16.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1941_wom_t16.npy,1941,white,older,male,trustworthy,16,,1.5793125,116.49287133449396,52.40063925377293,8.631511674397906,0.024309619456707673,8.631511674397906
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1942_wof_n11c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1942_wof_n11c.npy,1942,white,older,female,neutral,11,c,2.435395833333333,190.83657920836188,35.151847032955494,11.067017212342972,0.025671656592446208,11.067017212342972
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1942_wof_n12.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1942_wof_n12.npy,1942,white,older,female,neutral,12,,1.597625,210.3697656867388,45.244579565867255,11.425716785059715,0.030884471231685567,11.425716785059715
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1942_wof_n13c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1942_wof_n13c.npy,1942,white,older,female,neutral,13,c,1.5355416666666666,221.65072345229157,40.50888769493684,17.048389811033438,0.01743594805778623,17.048389811033438
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1942_wof_n14.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1942_wof_n14.npy,1942,white,older,female,neutral,14,,1.2739375,234.93181659134402,67.71851052903114,11.380555062471966,0.025944645222345027,11.380555062471966
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1942_wof_n15c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1942_wof_n15c.npy,1942,white,older,female,neutral,15,c,1.3950625,236.78832478452944,40.51113373968983,13.879309267278117,0.017557836921578814,13.879309267278117
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1942_wof_n16c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1942_wof_n16c.npy,1942,white,older,female,neutral,16,c,1.6608333333333334,211.65838454037404,32.00414125943664,10.726570399453042,0.036126000166863216,10.726570399453042
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1942_wof_t11.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1942_wof_t11.npy,1942,white,older,female,trustworthy,11,,3.935875,236.641581286366,43.139727020012046,16.006993851348216,0.02006504584588884,16.006993851348216
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1942_wof_t12.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1942_wof_t12.npy,1942,white,older,female,trustworthy,12,,2.1673125,252.23050918116706,48.675488442233394,12.710123821834914,0.023747970598679818,12.710123821834914
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1942_wof_t13ccc.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1942_wof_t13ccc.npy,1942,white,older,female,trustworthy,13,ccc,2.652833333333333,218.53530652595177,61.990116950869876,16.338037856423025,0.018640223620007373,16.338037856423025
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1942_wof_t14c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1942_wof_t14c.npy,1942,white,older,female,trustworthy,14,c,2.043229166666667,229.55773539462405,65.9914808235323,14.199150821508324,0.02120695978672484,14.199150821508324
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1942_wof_t15cc.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1942_wof_t15cc.npy,1942,white,older,female,trustworthy,15,cc,2.105625,233.4442525913313,55.817080279491634,15.02466257537778,0.018509184734188694,15.02466257537778
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1942_wof_t16.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1942_wof_t16.npy,1942,white,older,female,trustworthy,16,,1.5749791666666666,219.4172570805929,41.61689942459134,10.129302470768788,0.035445432467713436,10.129302470768788
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1945_wom_n13.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1945_wom_n13.npy,1945,white,older,male,neutral,13,,1.5974583333333334,146.5896499894922,33.838184412449,11.507010917131922,0.026712386567152097,11.507010917131922
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1945_wom_n14c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1945_wom_n14c.npy,1945,white,older,male,neutral,14,c,1.605625,211.88922755775945,150.49905845019526,7.806874507084449,0.029906145924662,7.806874507084449
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1945_wom_n15.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1945_wom_n15.npy,1945,white,older,male,neutral,15,,1.4193958333333334,218.05609726687078,155.85636975520114,7.328921293239118,0.0349126202718365,7.328921293239118
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1945_wom_n16c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1945_wom_n16c.npy,1945,white,older,male,neutral,16,c,1.3776458333333332,183.83951633782485,140.8624336296527,9.209098359547427,0.03152329476892568,9.209098359547427
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1945_wom_n17c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1945_wom_n17c.npy,1945,white,older,male,neutral,17,c,1.629375,131.34415500719064,18.990271263011216,7.939224229927708,0.03233053008541116,7.939224229927708
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1945_wom_n18c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1945_wom_n18c.npy,1945,white,older,male,neutral,18,c,1.7035416666666667,180.37088917019528,119.77317160632953,8.911551685614379,0.02952273375143372,8.911551685614379
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1945_wom_t13c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1945_wom_t13c.npy,1945,white,older,male,trustworthy,13,c,1.6452291666666667,211.7127219941369,116.68089255734762,8.632627280737326,0.02799645141613206,8.632627280737326
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1945_wom_t14.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1945_wom_t14.npy,1945,white,older,male,trustworthy,14,,1.3230208333333333,269.3058540526849,164.92381378629855,4.26572875638691,0.03281578951747129,4.26572875638691
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1945_wom_t15.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1945_wom_t15.npy,1945,white,older,male,trustworthy,15,,1.281625,289.07255019256274,178.48650405590703,5.847224776574796,0.03455024572031606,5.847224776574796
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1945_wom_t16.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1945_wom_t16.npy,1945,white,older,male,trustworthy,16,,1.4039583333333334,281.39346282088337,158.5929688783464,6.149802428632441,0.04849377435001717,6.149802428632441
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1945_wom_t17.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1945_wom_t17.npy,1945,white,older,male,trustworthy,17,,1.4119791666666666,172.4106722076356,29.940432411919318,6.214689840829687,0.04066480166275672,6.214689840829687
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1945_wom_t18c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1945_wom_t18c.npy,1945,white,older,male,trustworthy,18,c,1.4805833333333334,169.0521059157199,66.60373478719026,5.511082692229494,0.043155525957336634,5.511082692229494
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1948_ayf_n07.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1948_ayf_n07.npy,1948,south_asian,younger,female,neutral,7,,1.51675,138.56815735562532,56.60618360895278,13.432514350758465,0.016505731191903877,13.432514350758465
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1948_ayf_n08.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1948_ayf_n08.npy,1948,south_asian,younger,female,neutral,8,,1.4137708333333334,178.80942646061527,25.844133714084034,10.470677724117433,0.017519997605084037,10.470677724117433
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1948_ayf_n09.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1948_ayf_n09.npy,1948,south_asian,younger,female,neutral,9,,1.4367291666666666,177.8521693218057,29.210693043298402,12.188749313363145,0.018321058186205306,12.188749313363145
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1948_ayf_n10.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1948_ayf_n10.npy,1948,south_asian,younger,female,neutral,10,,1.929375,157.80324103979453,49.79704279944754,8.272199825031306,0.04013521001215589,8.272199825031306
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1948_ayf_n11.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1948_ayf_n11.npy,1948,south_asian,younger,female,neutral,11,,2.1546875,194.99542570004974,99.19521289102423,12.924191559415359,0.014883840416344355,12.924191559415359
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1948_ayf_n12.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1948_ayf_n12.npy,1948,south_asian,younger,female,neutral,12,,1.3638541666666666,168.50640944423938,30.748946709348708,12.879240747024346,0.014498901739854313,12.879240747024346
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1948_ayf_t07.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1948_ayf_t07.npy,1948,south_asian,younger,female,trustworthy,7,,1.3813541666666667,223.27558505256042,77.1513990067175,18.092814501290047,0.012673401748470385,18.092814501290047
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1948_ayf_t08.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1948_ayf_t08.npy,1948,south_asian,younger,female,trustworthy,8,,1.2359375,170.92195257995544,70.5698676068626,10.205241199825622,0.014192359308581122,10.205241199825622
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1948_ayf_t09.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1948_ayf_t09.npy,1948,south_asian,younger,female,trustworthy,9,,1.28725,182.4047630922027,76.4327969833438,11.746280942135009,0.019142647529180042,11.746280942135009
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1948_ayf_t10.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1948_ayf_t10.npy,1948,south_asian,younger,female,trustworthy,10,,1.6148125,194.3807135620131,71.35741026699526,9.835240879548596,0.0227309135141712,9.835240879548596
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1948_ayf_t11.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1948_ayf_t11.npy,1948,south_asian,younger,female,trustworthy,11,,2.269604166666667,220.63763680760934,40.97667316981557,12.673891545103297,0.021186349778652764,12.673891545103297
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1948_ayf_t12.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1948_ayf_t12.npy,1948,south_asian,younger,female,trustworthy,12,,1.2575208333333334,183.35040412197625,74.99525854214585,12.983186538126589,0.020616681568782685,12.983186538126589
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1951_wof_n15c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1951_wof_n15c.npy,1951,white,older,female,neutral,15,c,1.9535625,189.90782397635013,55.84439215844522,14.363887470052061,0.017066830871928736,14.363887470052061
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1951_wof_n16c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1951_wof_n16c.npy,1951,white,older,female,neutral,16,c,2.0050625,174.26628430940644,15.686230360629958,10.008961497764558,0.02839742351262547,10.008961497764558
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1951_wof_n17c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1951_wof_n17c.npy,1951,white,older,female,neutral,17,c,1.8039166666666666,160.58286223455437,26.037075631916082,9.447948890917166,0.021352278466094447,9.447948890917166
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1951_wof_n18c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1951_wof_n18c.npy,1951,white,older,female,neutral,18,c,2.2330833333333335,179.14532346225454,19.2851839881759,10.12677984374006,0.03034098781845555,10.12677984374006
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1951_wof_n19.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1951_wof_n19.npy,1951,white,older,female,neutral,19,,2.307916666666667,178.3014886621828,21.11936182768138,12.14087584477584,0.0184640466432596,12.14087584477584
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1951_wof_n20c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1951_wof_n20c.npy,1951,white,older,female,neutral,20,c,2.724833333333333,169.95585162265783,13.464134276855024,12.994166505698564,0.014510126691930438,12.994166505698564
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1951_wof_t15.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1951_wof_t15.npy,1951,white,older,female,trustworthy,15,,2.146375,204.21232330420165,42.667433763714705,12.953419923464756,0.01689044237465251,12.953419923464756
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1951_wof_t16.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1951_wof_t16.npy,1951,white,older,female,trustworthy,16,,1.8424791666666667,220.8108298195348,55.9999596075388,13.093043638020381,0.01675393233064341,13.093043638020381
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1951_wof_t17.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1951_wof_t17.npy,1951,white,older,female,trustworthy,17,,1.8300625,206.55217976388536,37.6023158528488,10.576698667590005,0.0282217584912553,10.576698667590005
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1951_wof_t18.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1951_wof_t18.npy,1951,white,older,female,trustworthy,18,,2.1105625,210.7302473727062,40.98769233573265,10.030922852998263,0.02469398873279244,10.030922852998263
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1951_wof_t19c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1951_wof_t19c.npy,1951,white,older,female,trustworthy,19,c,2.8634791666666666,210.6263991905412,71.26232886399455,14.070134615936492,0.018175418907375125,14.070134615936492
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1951_wof_t20.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1951_wof_t20.npy,1951,white,older,female,trustworthy,20,,2.6788125,185.85926603743414,22.146917666463995,13.010439345400028,0.01756250494201585,13.010439345400028
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1957_byf_n09c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1957_byf_n09c.npy,1957,black,younger,female,neutral,9,c,1.2975,184.3028983343164,21.932806867233374,13.52898248222116,0.01634096496997996,13.52898248222116
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1957_byf_n10.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1957_byf_n10.npy,1957,black,younger,female,neutral,10,,1.7109375,206.83112667629297,74.81227458778493,10.25866951025851,0.02475102654773636,10.25866951025851
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1957_byf_n11.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1957_byf_n11.npy,1957,black,younger,female,neutral,11,,1.6545,186.7096625419047,22.991193945584982,13.139540347629266,0.014837292806555156,13.139540347629266
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1957_byf_n12.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1957_byf_n12.npy,1957,black,younger,female,neutral,12,,1.4662083333333333,190.68031464087488,24.216259035900297,13.485002474379199,0.015662986007963658,13.485002474379199
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1957_byf_n13.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1957_byf_n13.npy,1957,black,younger,female,neutral,13,,1.3655833333333334,190.4098591540081,29.599878825185414,14.173569844740085,0.016468710463943104,14.173569844740085
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1957_byf_n14c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1957_byf_n14c.npy,1957,black,younger,female,neutral,14,c,1.3300208333333334,175.91186582965844,15.515943430706251,11.788946082946449,0.01487452747199945,11.788946082946449
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1957_byf_t09.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1957_byf_t09.npy,1957,black,younger,female,trustworthy,9,,1.2375208333333334,230.89777798590382,102.59052013977272,8.114272647491331,0.024581912948038916,8.114272647491331
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1957_byf_t10.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1957_byf_t10.npy,1957,black,younger,female,trustworthy,10,,1.5170208333333333,196.38644370233928,48.98148474477801,8.643936456730344,0.027845091981163438,8.643936456730344
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1957_byf_t11.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1957_byf_t11.npy,1957,black,younger,female,trustworthy,11,,1.6097083333333333,184.2151127982107,34.06178853465368,10.60241903552686,0.015776982797858084,10.60241903552686
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1957_byf_t12.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1957_byf_t12.npy,1957,black,younger,female,trustworthy,12,,1.2989375,191.48923984304443,60.63353649719305,13.433277096386185,0.023297465472735743,13.433277096386185
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1957_byf_t13.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1957_byf_t13.npy,1957,black,younger,female,trustworthy,13,,1.2443333333333333,221.4238932559222,60.643745262961765,12.2890828429186,0.018730823550235635,12.2890828429186
