wav_path,spec_path,speaker_id,ethnicity,age_group,sex,intent,sentence_id,suffix
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1927_aym_n06.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1927_aym_n06.npy,1927,south_asian,younger,male,neutral,6,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1927_aym_n07.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1927_aym_n07.npy,1927,south_asian,younger,male,neutral,7,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1927_aym_n08.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1927_aym_n08.npy,1927,south_asian,younger,male,neutral,8,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1927_aym_n09.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1927_aym_n09.npy,1927,south_asian,younger,male,neutral,9,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1927_aym_n10.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1927_aym_n10.npy,1927,south_asian,younger,male,neutral,10,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1927_aym_t05.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1927_aym_t05.npy,1927,south_asian,younger,male,trustworthy,5,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1927_aym_t06.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1927_aym_t06.npy,1927,south_asian,younger,male,trustworthy,6,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1927_aym_t07.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1927_aym_t07.npy,1927,south_asian,younger,male,trustworthy,7,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1927_aym_t08.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1927_aym_t08.npy,1927,south_asian,younger,male,trustworthy,8,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1927_aym_t09.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1927_aym_t09.npy,1927,south_asian,younger,male,trustworthy,9,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1927_aym_t10.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1927_aym_t10.npy,1927,south_asian,younger,male,trustworthy,10,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1929_wof_n07.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1929_wof_n07.npy,1929,white,older,female,neutral,7,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1929_wof_n08.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1929_wof_n08.npy,1929,white,older,female,neutral,8,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1929_wof_n09c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1929_wof_n09c.npy,1929,white,older,female,neutral,9,c
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1929_wof_n10c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1929_wof_n10c.npy,1929,white,older,female,neutral,10,c
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1929_wof_n11c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1929_wof_n11c.npy,1929,white,older,female,neutral,11,c
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1929_wof_n12.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1929_wof_n12.npy,1929,white,older,female,neutral,12,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1929_wof_t07.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1929_wof_t07.npy,1929,white,older,female,trustworthy,7,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1929_wof_t08.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1929_wof_t08.npy,1929,white,older,female,trustworthy,8,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1929_wof_t09c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1929_wof_t09c.npy,1929,white,older,female,trustworthy,9,c
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1929_wof_t10.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1929_wof_t10.npy,1929,white,older,female,trustworthy,10,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1929_wof_t11c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1929_wof_t11c.npy,1929,white,older,female,trustworthy,11,c
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1929_wof_t12.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1929_wof_t12.npy,1929,white,older,female,trustworthy,12,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1931_byf_n07c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1931_byf_n07c.npy,1931,black,younger,female,neutral,7,c
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1931_byf_n08c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1931_byf_n08c.npy,1931,black,younger,female,neutral,8,c
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1931_byf_n09c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1931_byf_n09c.npy,1931,black,younger,female,neutral,9,c
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1931_byf_n10.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1931_byf_n10.npy,1931,black,younger,female,neutral,10,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1931_byf_n11c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1931_byf_n11c.npy,1931,black,younger,female,neutral,11,c
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1931_byf_n12c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1931_byf_n12c.npy,1931,black,younger,female,neutral,12,c
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1931_byf_t07.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1931_byf_t07.npy,1931,black,younger,female,trustworthy,7,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1931_byf_t08.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1931_byf_t08.npy,1931,black,younger,female,trustworthy,8,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1931_byf_t09.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1931_byf_t09.npy,1931,black,younger,female,trustworthy,9,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1931_byf_t10.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1931_byf_t10.npy,1931,black,younger,female,trustworthy,10,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1931_byf_t11c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1931_byf_t11c.npy,1931,black,younger,female,trustworthy,11,c
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1931_byf_t12.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1931_byf_t12.npy,1931,black,younger,female,trustworthy,12,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1932_aym_n05.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1932_aym_n05.npy,1932,south_asian,younger,male,neutral,5,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1932_aym_n06.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1932_aym_n06.npy,1932,south_asian,younger,male,neutral,6,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1932_aym_n07.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1932_aym_n07.npy,1932,south_asian,younger,male,neutral,7,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1932_aym_n08.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1932_aym_n08.npy,1932,south_asian,younger,male,neutral,8,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1932_aym_n09.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1932_aym_n09.npy,1932,south_asian,younger,male,neutral,9,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1932_aym_n10.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1932_aym_n10.npy,1932,south_asian,younger,male,neutral,10,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1932_aym_t05c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1932_aym_t05c.npy,1932,south_asian,younger,male,trustworthy,5,c
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1932_aym_t06.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1932_aym_t06.npy,1932,south_asian,younger,male,trustworthy,6,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1932_aym_t07.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1932_aym_t07.npy,1932,south_asian,younger,male,trustworthy,7,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1932_aym_t08.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1932_aym_t08.npy,1932,south_asian,younger,male,trustworthy,8,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1932_aym_t09.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1932_aym_t09.npy,1932,south_asian,younger,male,trustworthy,9,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1932_aym_t10.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1932_aym_t10.npy,1932,south_asian,younger,male,trustworthy,10,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1935_wof_n09c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1935_wof_n09c.npy,1935,white,older,female,neutral,9,c
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1935_wof_n10.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1935_wof_n10.npy,1935,white,older,female,neutral,10,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1935_wof_n11.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1935_wof_n11.npy,1935,white,older,female,neutral,11,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1935_wof_n12c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1935_wof_n12c.npy,1935,white,older,female,neutral,12,c
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1935_wof_n13.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1935_wof_n13.npy,1935,white,older,female,neutral,13,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1935_wof_n14c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1935_wof_n14c.npy,1935,white,older,female,neutral,14,c
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1935_wof_t09.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1935_wof_t09.npy,1935,white,older,female,trustworthy,9,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1935_wof_t10cc.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1935_wof_t10cc.npy,1935,white,older,female,trustworthy,10,cc
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1935_wof_t11.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1935_wof_t11.npy,1935,white,older,female,trustworthy,11,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1935_wof_t12.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1935_wof_t12.npy,1935,white,older,female,trustworthy,12,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1935_wof_t13.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1935_wof_t13.npy,1935,white,older,female,trustworthy,13,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1935_wof_t14c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1935_wof_t14c.npy,1935,white,older,female,trustworthy,14,c
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1936_wom_n09c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1936_wom_n09c.npy,1936,white,older,male,neutral,9,c
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1936_wom_n10.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1936_wom_n10.npy,1936,white,older,male,neutral,10,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1936_wom_n11.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1936_wom_n11.npy,1936,white,older,male,neutral,11,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1936_wom_n12.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1936_wom_n12.npy,1936,white,older,male,neutral,12,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1936_wom_n13.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1936_wom_n13.npy,1936,white,older,male,neutral,13,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1936_wom_n14.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1936_wom_n14.npy,1936,white,older,male,neutral,14,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1936_wom_t09.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1936_wom_t09.npy,1936,white,older,male,trustworthy,9,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1936_wom_t10.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1936_wom_t10.npy,1936,white,older,male,trustworthy,10,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1936_wom_t11.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1936_wom_t11.npy,1936,white,older,male,trustworthy,11,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1936_wom_t12.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1936_wom_t12.npy,1936,white,older,male,trustworthy,12,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1936_wom_t13.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1936_wom_t13.npy,1936,white,older,male,trustworthy,13,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1936_wom_t14c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1936_wom_t14c.npy,1936,white,older,male,trustworthy,14,c
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1941_wom_n11c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1941_wom_n11c.npy,1941,white,older,male,neutral,11,c
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1941_wom_n12c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1941_wom_n12c.npy,1941,white,older,male,neutral,12,c
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1941_wom_n13.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1941_wom_n13.npy,1941,white,older,male,neutral,13,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1941_wom_n14c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1941_wom_n14c.npy,1941,white,older,male,neutral,14,c
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1941_wom_n15c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1941_wom_n15c.npy,1941,white,older,male,neutral,15,c
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1941_wom_n16c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1941_wom_n16c.npy,1941,white,older,male,neutral,16,c
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1941_wom_t11.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1941_wom_t11.npy,1941,white,older,male,trustworthy,11,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1941_wom_t12.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1941_wom_t12.npy,1941,white,older,male,trustworthy,12,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1941_wom_t13c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1941_wom_t13c.npy,1941,white,older,male,trustworthy,13,c
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1941_wom_t14.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1941_wom_t14.npy,1941,white,older,male,trustworthy,14,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1941_wom_t15.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1941_wom_t15.npy,1941,white,older,male,trustworthy,15,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1941_wom_t16.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1941_wom_t16.npy,1941,white,older,male,trustworthy,16,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1942_wof_n11c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1942_wof_n11c.npy,1942,white,older,female,neutral,11,c
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1942_wof_n12.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1942_wof_n12.npy,1942,white,older,female,neutral,12,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1942_wof_n13c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1942_wof_n13c.npy,1942,white,older,female,neutral,13,c
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1942_wof_n14.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1942_wof_n14.npy,1942,white,older,female,neutral,14,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1942_wof_n15c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1942_wof_n15c.npy,1942,white,older,female,neutral,15,c
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1942_wof_n16c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1942_wof_n16c.npy,1942,white,older,female,neutral,16,c
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1942_wof_t11.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1942_wof_t11.npy,1942,white,older,female,trustworthy,11,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1942_wof_t12.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1942_wof_t12.npy,1942,white,older,female,trustworthy,12,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1942_wof_t13ccc.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1942_wof_t13ccc.npy,1942,white,older,female,trustworthy,13,ccc
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1942_wof_t14c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1942_wof_t14c.npy,1942,white,older,female,trustworthy,14,c
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1942_wof_t15cc.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1942_wof_t15cc.npy,1942,white,older,female,trustworthy,15,cc
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1942_wof_t16.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1942_wof_t16.npy,1942,white,older,female,trustworthy,16,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1945_wom_n13.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1945_wom_n13.npy,1945,white,older,male,neutral,13,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1945_wom_n14c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1945_wom_n14c.npy,1945,white,older,male,neutral,14,c
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1945_wom_n15.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1945_wom_n15.npy,1945,white,older,male,neutral,15,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1945_wom_n16c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1945_wom_n16c.npy,1945,white,older,male,neutral,16,c
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1945_wom_n17c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1945_wom_n17c.npy,1945,white,older,male,neutral,17,c
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1945_wom_n18c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1945_wom_n18c.npy,1945,white,older,male,neutral,18,c
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1945_wom_t13c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1945_wom_t13c.npy,1945,white,older,male,trustworthy,13,c
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1945_wom_t14.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1945_wom_t14.npy,1945,white,older,male,trustworthy,14,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1945_wom_t15.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1945_wom_t15.npy,1945,white,older,male,trustworthy,15,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1945_wom_t16.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1945_wom_t16.npy,1945,white,older,male,trustworthy,16,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1945_wom_t17.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1945_wom_t17.npy,1945,white,older,male,trustworthy,17,
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1945_wom_t18c.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1945_wom_t18c.npy,1945,white,older,male,trustworthy,18,c
C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/wav\1948_ayf_n07.wav,C:\MyProjects\Project-Proposal\PrivateCoach\Project-EchoesofEquity\data/melspec\1948_ayf_n07.npy,1948,south_asian,younger,female,neutral,7,
